Account ID,Owner ID,Rating,Malicious
1458,749,0.07319879002903298,True
1894,946,0.0,True
143,77,0.0,True
1985,978,0.023999468499290244,True
897,474,0.0,True
734,388,0.0,True
349,175,0.0,True
931,492,0.047226380309520866,True
1120,573,0.0,True
40,20,0.0,True
1518,780,0.0,True
1201,615,0.0,True
1728,874,0.0,True
1083,560,0.0,True
1920,951,0.0,True
1176,602,0.0,True
1589,810,0.0,True
294,146,0.0,True
726,384,0.0,True
1651,841,0.0,True
260,131,0.07942909563328848,True
1084,561,0.0,True
368,181,0.0,True
1546,795,0.0,True
580,294,0.0,True
104,61,0.0,True
621,318,0.015307379202196714,True
1067,556,0.0,True
1214,625,0.0,True
1987,978,0.0,True
471,233,0.0,True
1049,551,0.0,True
448,220,0.0,True
374,183,0.0,True
1679,853,0.0,True
1709,867,0.0,True
1268,650,0.0,True
1961,967,0.0,True
1621,829,0.0,True
1960,967,0.0,True
1615,824,0.0,True
70,40,0.08302217469546158,True
2025,996,0.0,True
1387,711,0.0,True
405,203,0.0,True
39,20,0.0,True
452,223,0.0,True
1717,868,0.0,True
942,495,0.0,True
551,278,0.0,True
2031,997,0.0,True
1081,560,0.0,True
810,430,0.0,True
722,383,0.0,True
189,99,0.0,True
1222,629,0.0,True
1919,951,0.0,True
441,218,0.0,True
663,347,0.0,True
1145,589,0.0,True
33,15,0.0,True
1259,647,0.0,True
856,452,0.0,True
196,102,0.0,True
372,182,0.0,True
481,238,0.0,True
1375,704,0.095705375469788,False
388,189,0.0,True
1033,541,0.0,True
290,146,0.0,True
1479,760,0.0,True
839,442,0.0,True
1893,946,0.0,True
715,377,0.0,True
107,61,0.0,True
1769,895,0.07095620113657733,True
34,15,0.0,True
1722,870,0.0,True
743,394,0.0,True
286,145,0.0,True
1852,931,0.0,True
23,12,0.05125023972288112,False
1857,931,0.09680580673489916,True
1098,565,0.0,True
601,303,0.0,True
1998,984,0.0,True
857,452,0.07530640238014183,True
1148,590,0.02687136897784187,True
611,310,0.0,True
284,145,0.0,True
263,131,0.0,True
1282,655,0.0,True
1767,894,0.0,True
724,383,0.02817717281772958,True
1075,560,0.09728168145034399,True
1324,676,0.0,True
1785,904,0.0,True
1772,897,0.0,True
256,130,0.0,True
1415,724,0.0,True
874,458,0.0,True
358,177,0.0,True
1926,954,0.0,True
1626,830,0.09671816985147164,True
1426,729,0.0,True
1942,960,0.0,True
1076,560,0.0,True
1948,962,0.0,True
1696,861,0.0,True
119,67,0.0,True
1258,646,0.0,True
1170,602,0.09903733846374282,True
552,278,0.0,True
1816,919,0.0,True
1194,610,0.0,True
1653,841,0.0,True
513,258,0.0,True
1054,551,0.0,True
732,387,0.0,True
1736,880,0.0,True
813,430,0.0,True
1056,551,0.0,True
642,333,0.0,True
1211,623,0.0,True
1232,635,0.0,True
609,310,0.0,True
1868,935,0.0,True
1826,921,0.0,True
257,130,0.012559648758898367,True
744,394,0.0,True
222,115,0.04576570325680401,True
1795,907,0.0,True
1716,868,0.0,True
5,2,0.0,True
418,208,0.0,True
1467,752,0.08372094880791325,True
1560,799,0.0,True
1699,861,0.0,True
750,397,0.0,True
1168,601,0.0,True
16,6,0.0,True
1294,662,0.04609123080359642,True
1840,926,0.0,True
1285,656,0.0,True
1567,799,0.0,True
1592,812,0.0,True
140,76,0.0,True
2006,987,0.0,True
407,204,0.0744305028731451,True
1272,652,0.06472727636377745,True
447,220,0.0,True
259,130,0.0,True
936,492,0.0,True
1163,599,0.0,True
1464,752,0.06185195225769197,True
132,72,0.0,True
1248,643,0.0,True
31,15,0.0,True
144,77,0.0,True
988,517,0.0,True
1781,901,0.0,True
1799,910,0.0,True
299,148,0.0,True
1326,676,0.0,True
175,95,0.0,True
1447,743,0.0,True
1897,946,0.0,True
993,520,0.0,True
756,399,0.0,True
767,403,0.0,True
364,180,0.0,True
1624,830,0.0,True
1715,868,0.0,True
2028,996,0.04293949111982154,True
1905,947,0.0,True
1885,942,0.0,True
152,81,0.0,True
443,220,0.0,True
386,189,0.0,True
1172,602,0.0,True
2,1,0.0,True
434,214,0.0,True
1569,799,0.08641208235480469,True
1342,688,0.0,True
1743,884,0.0,True
424,210,0.0,True
350,175,0.0,True
303,151,0.0,True
776,409,0.0,True
1896,946,0.0,True
1552,796,0.0,True
811,430,0.0,True
4,1,0.0,True
585,296,0.0,True
1053,551,0.0,True
1674,850,0.0,True
413,207,0.0,True
1420,727,0.0,True
1755,892,0.0,True
1122,573,0.0,True
261,131,0.0,True
1907,947,0.0,True
379,184,0.0,True
561,283,0.0,True
1117,573,0.03977486295542659,True
1432,734,0.0,True
1408,723,0.0,True
11,2,0.0,True
1097,565,0.0,True
292,146,0.0,True
1455,748,0.0,True
1482,760,0.0,True
1243,638,0.0,True
1068,556,0.09764390026890446,True
102,61,0.0,True
1475,757,0.0,True
2009,988,0.0664341155512248,True
1323,676,0.0,True
696,368,0.0,True
134,73,0.0,True
1991,980,0.0,True
1705,865,0.0,True
262,131,0.0,True
955,503,0.0,True
1274,652,0.0,True
420,209,0.0,True
1831,922,0.0,True
1138,585,0.0,True
1581,806,0.044109572716733214,True
1895,946,0.0,True
428,212,0.0,True
1970,971,0.0,True
131,72,0.09678509101174182,True
409,205,0.0,True
146,78,0.0,True
246,125,0.0,True
1844,928,0.0,True
1277,652,0.0,True
348,175,0.07607057562163089,True
1763,894,0.0051422340146216605,True
1918,951,0.0,True
1218,626,0.0,True
1800,910,0.0,True
1296,662,0.0,True
238,121,0.0,True
959,505,0.0,True
1558,799,0.0,True
795,418,0.0,True
117,67,0.0,True
1155,595,0.0,True
158,86,0.0,True
419,208,0.0,True
1113,573,0.0,True
752,397,0.0,True
977,513,0.0,True
800,423,0.0,True
328,166,0.0,True
957,505,0.0,True
1221,629,0.0,True
1829,922,0.0,True
1151,593,0.0,True
824,435,0.0,True
1553,796,0.0,True
934,492,0.0,True
336,169,0.0,True
1712,867,0.0021169351478271814,True
1434,734,0.0,True
822,435,0.0,True
1050,551,0.0,True
1566,799,0.0,True
1876,939,0.0,True
6,2,0.08552556663801691,True
886,465,0.0,True
494,244,0.0,True
563,283,0.0,True
1801,910,0.0,True
44,21,0.0,True
28,15,0.0,True
1506,770,0.0,True
1273,652,0.005552205132776211,True
1353,692,0.0,True
1116,573,0.0,True
1014,533,0.0,True
1915,951,0.0,True
970,510,0.0,True
1493,765,0.0,True
412,207,0.0,True
188,99,0.0,True
591,298,0.0,True
254,130,0.0,True
1250,643,0.0,True
858,452,0.0,True
1239,637,0.0,True
1887,943,0.09956920102570724,False
82,48,0.0,True
522,260,0.0,True
1365,700,0.0,True
1680,853,0.0,True
470,233,0.0,True
48,24,0.0,True
1017,534,0.0003626098010024448,True
1356,693,0.0,True
224,116,0.0,True
2016,990,0.03797468420242317,True
1825,921,0.0,True
1579,806,0.0,True
840,442,0.0,True
1830,922,0.0,True
1074,560,0.0,True
1962,968,0.0,True
947,498,0.0,True
1622,829,0.0,True
226,116,0.0,True
983,517,0.0,True
1102,565,0.0,True
1472,755,0.0,True
1899,946,0.0,True
1374,703,0.0,True
116,67,0.0,True
1898,946,0.0,True
1774,897,0.0,True
1865,935,0.0,True
778,411,0.02521565419166122,True
1965,968,0.0,True
242,123,0.0,True
1940,960,0.0,True
681,357,0.0,True
1563,799,0.0,True
1321,675,0.0,True
911,481,0.0,True
1582,806,0.0,True
543,273,0.0,True
1377,706,0.0,True
1583,807,0.0,False
201,105,0.0,True
1230,635,0.05147550319279015,True
106,61,0.0,True
2017,990,0.0,True
708,373,0.0,True
1629,831,0.0,True
1604,817,0.0,True
1428,730,0.06970581722529079,True
1690,859,0.0,True
1459,749,0.0,True
141,77,0.039245976198106325,True
527,261,0.08091996858565453,True
1393,713,0.0,True
1024,536,0.0,True
525,261,0.0,True
1545,795,0.0,True
1884,942,0.0,True
124,69,0.0,True
1659,841,0.0,True
214,111,0.0,True
1032,540,0.0,True
396,197,0.0,True
814,430,0.0,True
337,169,0.0,True
1190,608,0.0,True
923,486,0.0,True
330,167,0.0,True
484,239,0.0,True
323,163,0.0,True
467,232,0.0,True
915,483,0.09599367430772923,False
759,399,0.0,True
488,239,0.08562334267932953,True
331,168,0.0,True
1945,961,0.0,True
1543,795,0.0,True
454,223,0.0,True
1687,857,0.0,True
1902,946,0.0,True
1989,979,0.0,True
1870,937,0.0,True
1288,656,0.0,True
514,258,0.0,True
2030,996,0.0,True
1096,564,0.0,True
369,181,0.0,True
190,100,0.08422900379028575,True
1782,902,0.0,True
20,9,0.0,True
1352,692,0.04953854335363239,True
1551,796,0.0,True
1804,911,0.0,True
1753,891,0.0,True
2013,990,0.0,True
1873,938,0.0,True
1910,949,0.0,True
1379,706,0.0,True
1260,647,0.0,True
181,97,0.0,True
1160,598,0.0,True
930,492,0.0,True
2003,987,0.038176564821852665,True
1196,611,0.0,True
1320,675,0.0,True
365,180,0.0,True
830,437,0.0,True
1130,579,0.0,True
512,258,0.0,True
281,143,0.0,True
32,15,0.0,True
888,466,0.0,True
1605,817,0.012897904619875833,True
1821,921,0.09180742662874675,True
1513,775,0.0,True
1465,752,0.0,True
29,15,0.0,True
641,333,0.0,True
1713,867,0.0,True
695,367,0.0,True
727,384,0.0,True
1775,898,0.0,True
1771,896,0.0,True
1943,960,0.0,True
453,223,0.0,True
941,495,0.0,True
60,33,0.0,True
984,517,0.0,True
1082,560,0.0,True
943,496,0.0,True
43,21,0.0,True
749,397,0.0,True
1425,729,0.0,True
1976,973,0.0,True
133,73,0.0,True
203,105,0.0,True
42,21,0.0,True
995,520,0.0,True
1760,894,0.0,True
933,492,0.0,True
1256,646,0.0,True
1929,954,0.0,True
978,513,0.0,True
579,293,0.05221756155407653,True
699,369,0.0,True
517,258,0.0,True
145,77,0.0,True
829,437,0.0,True
231,117,0.06280576506429547,True
1350,692,0.0,True
1416,725,0.0,True
1030,540,0.02020903016951181,True
1016,533,0.07844832604217036,True
1422,727,0.0,True
662,347,0.0,True
1355,693,0.0,True
674,354,0.0,True
1874,939,0.0,True
1229,634,0.0,True
1298,663,0.0,True
1253,644,0.0,True
1238,637,0.0,True
1171,602,0.0,True
1390,712,0.0,True
755,398,0.0,True
1554,796,0.0,True
1706,865,0.0,True
1641,836,0.0,True
600,303,0.0,True
1340,686,0.0,True
913,481,0.0,True
1195,611,0.0,True
27,14,0.0,True
1079,560,0.0,True
1711,867,0.0,True
1411,723,0.0,True
122,69,0.0,True
1928,954,0.0,True
347,174,0.0,True
1234,636,0.0,True
1828,922,0.029437368361055927,True
1035,541,0.0,True
334,169,0.0,True
1339,686,0.0,True
904,476,0.058868515807379174,True
590,298,0.0,True
1921,951,0.0,True
8,2,0.0,True
293,146,0.0,True
976,513,0.0,True
1698,861,0.0,True
373,182,0.0,True
1843,928,0.0,True
1502,769,0.0,True
1407,723,0.0,True
782,411,0.0,True
1020,534,0.0,True
1851,931,0.08805314094658012,True
1188,608,0.0,True
1104,567,0.0,True
883,464,0.0,True
712,374,0.0,True
597,302,0.0,True
885,465,0.0,True
103,61,0.0,True
1077,560,0.0,True
1504,769,0.0,True
1089,562,0.0,True
1241,638,0.0,True
1683,854,0.0,True
853,450,0.0,True
1519,780,0.0,True
516,258,0.0,True
1639,836,0.0,True
1306,666,0.0,True
575,291,0.0,True
987,517,0.0,True
1963,968,0.0,True
1890,945,0.0,True
1930,954,0.0,True
332,168,0.0,True
1695,860,0.0,True
157,86,0.0,True
619,316,0.0,True
961,506,0.0,True
1457,749,0.0,True
612,310,0.0,True
359,177,0.0,True
1090,563,0.0,True
1562,799,0.0,True
1373,703,0.0,True
1669,848,0.0,True
228,116,0.0,True
742,394,0.0,True
1834,923,0.0,True
2014,990,0.0,True
211,110,0.0,True
1349,692,0.044991183649363276,True
1265,649,0.02544570914324973,True
1638,835,0.0,True
327,166,0.0,True
781,411,0.0,True
1529,786,0.0,True
1738,880,0.07457229140185473,True
866,455,0.0,True
844,442,0.0,True
1848,930,0.0,True
438,216,0.0,True
524,260,0.0,True
444,220,0.0,True
679,357,0.040612896175511115,True
1666,846,0.07853148111656655,True
1791,906,0.0,True
1952,962,0.0,True
1642,836,0.0,True
1901,946,0.0,True
1169,602,0.07475843582962205,True
618,316,0.07047728232033779,True
10,2,0.0,True
30,15,0.08007878433595766,True
859,452,0.0,True
962,507,0.0,True
1949,962,0.0,True
1372,703,0.0,True
1461,750,0.0,True
1242,638,0.0,True
1532,787,0.0,True
841,442,0.0,True
1835,923,0.0,True
1990,980,0.0,True
1633,833,0.0,True
2015,990,0.0,True
845,442,0.0,True
0,0,0.0,True
1183,604,0.0,True
1714,867,0.0,True
342,171,0.0,True
823,435,0.0,True
599,303,0.0,True
172,95,0.0,True
1974,972,0.0,True
837,440,0.0,True
1671,849,0.0,True
2020,993,0.0,True
423,209,0.0,True
901,476,0.09536334489362375,True
180,97,0.0,True
1766,894,0.0,True
861,452,0.0,True
1523,782,0.0,True
1792,906,0.0,True
371,181,0.0,True
217,113,0.0,True
370,181,0.0,True
2027,996,0.0,True
706,372,0.0,True
1654,841,0.0,True
1473,755,0.0,True
1297,663,0.0,True
899,474,0.0,True
1174,602,0.0,True
754,398,0.0,True
1249,643,0.0,True
711,374,0.0,True
509,256,0.0,True
437,216,0.0,True
994,520,0.0,True
1832,922,0.0,True
972,511,0.0,True
873,458,0.0,True
528,262,0.0,True
1460,749,0.0,True
912,481,0.0,True
24,13,0.0,True
623,318,0.0,True
1129,579,0.0,True
416,208,0.0,True
748,396,0.0,True
1773,897,0.0,True
584,295,0.0,True
1603,817,0.0,True
1814,919,0.0,True
568,287,0.0,True
1845,928,0.0,True
1450,745,0.0,True
656,344,0.0,True
346,174,0.0774330402818667,True
1156,595,0.0,True
1398,715,0.0,True
1164,599,0.0,True
922,486,0.0,True
1739,880,0.0,True
1892,945,0.0,True
1855,931,0.0,True
1875,939,0.0,True
1837,924,0.0,True
1640,836,0.0,True
128,72,0.0,True
1237,636,0.0,True
682,357,0.0,True
667,348,0.0,True
589,298,0.0,True
288,145,0.0,True
1362,697,0.006207556158582261,True
576,292,0.04295533722919115,True
1300,663,0.0,True
1856,931,0.0,True
160,86,0.0,True
1719,870,0.0,True
1789,905,0.0,True
1568,799,0.0,True
1382,708,0.0,True
1078,560,0.01279831237992507,True
1634,833,0.0,True
1758,893,0.0,True
1421,727,0.0,True
783,412,0.0,True
1838,924,0.0,True
473,233,0.0,True
1412,723,0.0,True
1015,533,0.0,True
204,105,0.008701069264365091,True
1787,905,0.0,True
168,93,0.0,True
367,181,0.04859079880114692,True
1723,871,0.08449005483531447,True
1233,636,0.07254828495615107,True
1435,734,0.09232607831029571,True
472,233,0.0,True
1042,545,0.0,True
1051,551,0.0,True
967,508,0.0,True
1667,846,0.0,True
476,236,0.0,True
125,69,0.0,True
698,369,0.0,True
935,492,0.0,True
278,142,0.0,True
1858,931,0.019415058103743554,True
1119,573,0.0,True
1625,830,0.0,True
1192,610,0.0,True
964,508,0.021098993909380748,True
1768,895,0.0,True
825,435,0.0,True
230,117,0.0,True
1900,946,0.0,True
1235,636,0.038011702962879146,True
1304,666,0.051087465442927305,True
1261,647,0.0,True
1575,804,0.0,True
1384,709,0.0,True
1146,589,0.0,True
115,67,0.0,True
1964,968,0.0,True
317,161,0.0,True
339,170,0.0,True
2034,999,0.0,True
250,129,0.0,True
1854,931,0.0,True
105,61,0.0,True
944,496,0.0,True
135,74,0.0,True
165,90,0.0,True
1167,601,0.0,True
1950,962,0.0,True
596,302,0.01376346132538242,True
355,177,0.0,True
221,115,0.05116352756755166,True
387,189,0.0,True
1597,814,0.0,True
1315,671,0.04936819441394091,True
870,457,0.0,True
318,161,0.0,True
523,260,0.0,True
529,262,0.0,True
1697,861,0.0,True
1197,611,0.0,True
1471,755,0.0,True
218,113,0.0,True
1018,534,0.02622898445810784,True
1967,968,0.0,True
1925,954,0.0,True
1389,711,0.0,True
1820,921,0.0,True
468,233,0.0,True
704,372,0.0,True
1121,573,0.0,True
546,276,0.08898858400964693,True
985,517,0.0,True
446,220,0.06622300798461356,True
2029,996,0.0,True
1065,556,0.0,True
1093,564,0.08093840852713582,True
341,171,0.08032112315129747,True
1276,652,0.0,True
319,161,0.0,True
378,184,0.0,True
828,437,0.0,True
357,177,0.0,True
763,401,0.0018814887302168182,True
969,510,0.0,True
296,147,0.0,True
229,117,0.0,True
333,169,0.0,True
508,255,0.0,True
1726,872,0.0,True
921,486,0.00741341305813481,True
1593,812,0.0,True
1770,896,0.0,True
1305,666,0.054098277812927836,True
285,145,0.0,True
2005,987,0.09265141632885132,True
1932,956,0.0,True
2010,988,0.0,True
526,261,0.0,True
121,69,0.0,True
1267,649,0.0,True
1215,625,0.0,True
974,511,0.0,True
1181,604,0.0,True
1501,769,0.0,True
377,184,0.029713426784781283,True
723,383,0.0,True
652,341,0.0,True
1115,573,0.0,True
1632,833,0.0,True
101,61,0.0,True
147,78,0.0,True
1043,545,0.0,True
909,480,0.0,True
1573,803,0.0,True
1069,557,0.0,True
973,511,0.0,True
836,440,0.0,True
1548,796,0.0,True
1933,956,0.0,True
1922,952,0.0,True
164,90,0.0,True
1908,947,0.0,True
1601,817,0.0,True
598,303,0.0,True
685,359,0.0,True
902,476,0.0,True
1092,563,0.0,True
41,21,0.08003417250781342,True
90,54,0.0,True
1391,712,0.02646067355382542,True
45,21,0.0,True
1973,972,0.0,True
842,442,0.0,True
1062,554,0.09815513167663448,True
1481,760,0.0,True
1476,757,0.0,True
812,430,0.0,True
1111,571,0.0,True
1264,648,0.09971929252409142,True
1318,674,0.0,True
1880,941,0.0,True
129,72,0.0,True
784,412,0.0,True
1913,949,0.0,True
1966,968,0.0,True
361,178,0.0,True
326,166,0.04527752800842294,True
1444,741,0.0,True
1864,935,0.0,True
1070,557,0.0,True
1879,940,0.0,True
381,186,0.0,True
1645,837,0.0,True
1655,841,0.0,True
1701,862,0.0,True
1822,921,0.0,True
863,453,0.0,True
1635,833,0.011659214264169493,True
1000,523,0.023044160704751793,True
187,99,0.0,True
1524,782,0.0,True
216,113,0.07012533868433535,True
1565,799,0.0,True
819,433,0.0,True
877,460,0.09130644974359792,True
1649,840,0.0,True
657,344,0.0,True
130,72,0.0,True
176,95,0.0,True
1833,923,0.0,True
1587,809,0.0,True
574,291,0.0,True
1878,940,0.02450326595098523,True
1815,919,0.04688031563353234,True
1793,906,0.0,True
1021,535,0.0,True
794,418,0.0,True
1177,602,0.0,True
1681,854,0.004491493301931659,True
1492,765,0.0,True
487,239,0.0,True
92,54,0.0,True
1262,648,0.0,True
996,520,0.0,True
478,236,0.0,True
716,377,0.06871769760240443,True
1992,980,0.0,True
548,276,0.0,True
1993,980,0.0,True
515,258,0.0,True
425,210,0.0,True
1957,965,0.0,True
356,177,0.0,True
1313,670,0.033397559668819354,True
375,183,0.08422629818382993,True
313,158,0.0,True
1606,818,0.0,True
999,523,0.0,True
51,26,0.0,True
1012,532,0.0,True
57,31,0.0,True
1951,962,0.0,True
237,121,0.024081659622687657,True
202,105,0.024779047588809444,True
1805,911,0.0,True
1866,935,0.0,True
2008,988,0.0,True
971,510,0.020054629666141466,True
1941,960,0.08033182793929439,True
486,239,0.0,True
622,318,0.0,True
193,100,0.0,True
1381,707,0.06153794319493433,True
940,495,0.0,True
1986,978,0.0,True
692,365,0.0,True
493,243,0.0,True
1977,974,0.0,True
1882,941,0.0,True
225,116,0.0,True
240,122,0.0,True
1903,947,0.029707858280388577,True
664,347,0.08492880979506334,True
1217,626,0.0,True
1124,575,0.0,True
1322,675,0.0,True
1182,604,0.0,True
1319,674,0.0,True
725,383,0.0,True
1095,564,0.05074978096196259,True
1877,940,0.07630118826627907,True
235,119,0.0,True
826,435,0.0,True
1788,905,0.0,True
1664,845,0.0,True
887,466,0.0,True
1886,942,0.0,True
898,474,0.0,True
677,356,0.0,True
1348,692,0.0,True
1087,562,0.0,True
138,76,0.0,True
1613,823,0.011441317763693726,True
1161,598,0.0,True
440,218,0.0,True
504,253,0.07674063483965055,True
414,207,0.013041261643054414,True
1280,654,0.0,True
2007,988,0.0,True
1658,841,0.0,True
1451,745,0.0,True
1612,823,0.0,True
1652,841,0.0,True
94,56,0.0,True
966,508,0.0,True
1627,830,0.0,True
479,237,0.0,True
1178,602,0.0,True
304,151,0.0,True
954,503,0.0,True
519,258,0.006467015183878377,True
1361,697,0.028111868657280104,True
1982,977,0.0,True
62,34,0.0,True
1327,676,0.0,True
1052,551,0.001866422574227089,True
1647,838,0.0,True
3,1,0.0,True
1354,693,0.0,True
194,100,0.0,True
1344,689,0.0,True
1525,782,0.0,True
1764,894,0.0131765310818861,True
353,175,0.0,True
270,137,0.0,True
1283,656,0.0,True
25,13,0.0,True
1388,711,0.0,True
518,258,0.0,True
1271,651,0.06688783534843101,True
191,100,0.0,True
1988,979,0.0,True
1216,625,0.0,True
505,253,0.0,True
1823,921,0.0,True
321,163,0.0,True
289,145,0.0,True
174,95,0.0,True
1602,817,0.0,True
1141,588,0.0,True
460,226,0.0,True
958,505,0.0,True
592,298,0.0,True
1762,894,0.0,True
1331,680,0.0,True
872,457,0.0,True
779,411,0.07267001284635066,True
878,461,0.0,True
1275,652,0.0,True
1302,664,0.0,True
1061,554,0.08873823631323727,True
91,54,0.0,True
1927,954,0.07082543014836953,True
1555,797,0.017395037611620645,True
1029,540,0.0,True
1378,706,0.0,True
765,401,0.0,True
385,188,0.0,True
1231,635,0.034841642882324275,True
610,310,0.0,True
547,276,0.07981603252530878,True
422,209,0.0,True
1707,865,0.0,True
2004,987,0.0,True
1737,880,0.0,True
753,397,0.0,True
1853,931,0.0,True
802,423,0.0,True
918,485,0.0,True
241,122,0.0,True
408,204,0.04026825058665917,True
1410,723,0.0,True
1175,602,0.0,True
790,415,0.0,True
78,45,0.0,True
1906,947,0.0,True
1299,663,0.0,True
287,145,0.0,True
63,34,0.0,True
1279,654,0.030258728234698107,True
9,2,0.0,True
1385,709,0.0,True
1917,951,0.0,True
1578,806,0.0,True
1520,780,0.0,True
1004,526,0.0,True
112,65,0.0,True
1100,565,0.0,True
573,291,0.0,True
927,489,0.0,True
1777,898,0.09105239265465559,True
1810,915,0.0,True
1540,792,0.0,True
992,520,0.0,True
1418,725,0.0,True
643,334,0.033578038808546706,True
1594,813,0.0,True
1438,735,0.0,True
741,393,0.0,True
352,175,0.06869316269978798,True
820,434,0.030104476925156498,True
1180,604,0.0,True
937,492,0.0,True
581,294,0.09095929399315061,True
1366,700,0.0,True
1371,703,0.058920152764620926,True
283,145,0.0,True
1066,556,0.03315440638396927,True
1367,700,0.0,True
1588,809,0.0,True
1433,734,0.0,True
1596,814,0.05928453314902182,True
1332,680,0.0,True
1759,893,0.0,True
433,214,0.0,True
307,153,0.0,True
1836,924,0.007004400093793883,True
1466,752,0.0,True
1676,851,0.035230014867925874,True
1803,910,0.0903229229471505,True
835,440,0.0,True
272,137,0.09244572744875268,True
707,372,0.0,True
1143,588,0.0,True
764,401,0.0,True
426,210,0.04875970985403233,True
170,93,0.0,True
415,207,0.02857485446799579,True
917,485,0.0,True
963,507,0.0,True
557,280,0.0,True
2026,996,0.0,True
891,468,0.0,True
507,255,0.0,True
7,2,0.0,True
1947,962,0.06534494366695154,True
1531,787,0.0,True
264,131,0.0,True
1162,598,0.0,True
26,14,0.03358614219946365,True
919,485,0.0,True
1657,841,0.0,True
831,437,0.0,True
758,399,0.0,True
1470,754,0.0,True
1284,656,0.0,True
791,415,0.0,True
1153,593,0.0,True
1692,860,0.0,True
1424,729,0.0,True
1744,884,0.0,True
1240,637,0.0,True
363,180,0.012280514230534556,True
1399,716,0.0,True
136,74,0.0,True
910,480,0.0,True
710,374,0.016811940209874976,True
1904,947,0.0,True
49,24,0.01129036368448244,True
1628,831,0.0,True
1059,552,0.0,True
1585,808,0.0,True
864,454,0.0571761202718678,True
1872,938,0.0,True
1383,708,0.0132007738958827,True
310,155,0.0,True
1413,724,0.08176252137061046,True
1147,590,0.02746299038502642,True
567,287,0.026868850675178524,True
1505,770,0.04338726500661383,True
200,104,0.0,True
660,346,0.0,True
747,396,0.062417711964163014,True
586,296,0.0,True
220,114,0.0,True
400,199,0.0,True
197,102,0.0,True
740,393,0.0,True
1702,862,0.0,True
1881,941,0.0,True
1686,857,0.0,True
1484,760,0.0,True
1325,676,0.0,True
1756,892,0.0,True
553,278,0.058869057848344813,True
210,110,0.0,True
142,77,0.0,True
483,238,0.0,True
1173,602,0.0,True
633,327,0.03855716119923436,True
212,110,0.0,True
477,236,0.0,True
1786,904,0.0,True
1165,599,0.04812909515058994,True
399,199,0.05381028094141216,True
1487,762,0.0,True
1732,876,0.0,True
397,197,0.06849859274677328,True
1646,838,0.059633576141191025,True
1912,949,0.0,True
1281,655,0.0,True
953,502,0.0,True
482,238,0.0,True
2021,993,0.0,True
173,95,0.022737400941226005,True
1849,930,0.0,True
1397,715,0.0,True
1580,806,0.0,True
77,45,0.0,True
1750,888,0.09736895310530558,True
186,99,0.0,True
1584,808,0.0,True
569,287,0.030699134001471506,True
436,216,0.02873320703751181,True
1863,935,0.0,True
608,310,0.0,True
1999,984,0.0,True
251,129,0.0,True
1802,910,0.0,True
376,184,0.0,True
233,119,0.0,True
1394,713,0.0012778068662947506,True
801,423,0.0,True
703,372,0.0,True
1266,649,0.0,True
1058,552,0.08534636964062434,True
1287,656,0.0,True
97,58,0.0,True
1091,563,0.0,True
562,283,0.0,True
384,188,0.0,True
733,387,0.0,True
1691,859,0.0,True
1193,610,0.0,True
1780,901,0.0,True
1073,559,0.08615889417240286,True
1039,543,0.05350804746239157,True
432,214,0.0,True
920,486,0.0,True
492,243,0.0,True
1496,766,0.0018682966285699099,True
1503,769,0.0,True
770,405,0.09563869051030383,True
965,508,0.0,True
